Protein Group#,Protein Accession #,Protein Description,GN,PSM#,Total Peptide#,Unique Peptide#,% Coverage,Ctrl1,Ctrl2,Ctrl3,Ctrl4,Ctrl5,Ctrl6,Ctrl7,Ctrl8,Ctrl9,Ctrl10,AD1,AD2,AD3,AD4,AD5,AD6,AD7,AD8,AD9,AD10
SJPG0100965.001,sp|Q9BWM7|SFXN3_HUMAN,Sideroflexin-3 OS=Homo sapiens OX=9606 GN=SFXN3 PE=1 SV=3,SFXN3,71,15,0,53.89,1114849.49,1483869.41,1197571.9,1442717.99,1253698.87,984255.46,1201913.08,1349322.38,1112307.11,1551058.2,924813.07,1076873.17,1122340.74,1089190.62,1009348.37,1099913.91,856718.51,1122356.06,1046949.34,1119827.89
SJPG0111284.001,sp|Q9NUS5|AP5S1_HUMAN,AP-5 complex subunit sigma-1 OS=Homo sapiens OX=9606 GN=AP5S1 PE=1 SV=1,AP5S1,1,1,0,10,133769.93,115791.41,147297.32,120225.44,130120.29,146937.79,101907.98,101609.8,82762.11,97919.98,111366.4,97570.37,64411.63,83681.66,130093.94,118781.07,83227.22,97838.98,85202.26,104890.27
SJPG0102552.004,sp|Q8WXA3-4|RUFY2_HUMAN,Isoform 3 of RUN and FYVE domain-containing protein 2 OS=Homo sapiens OX=9606 GN=RUFY2,RUFY2,83,27,0,59.8,2681740.72,1965674.14,2535435.62,1694445.94,2929459.42,2436591.17,2880037.33,2129554.18,1828279.06,1834218.63,2451218.4,2067409.86,2571836.68,2560539.83,2244012.22,2746788.49,2387356.25,2001133.43,2318454.47,2091392.45
SJPG0108632.001,sp|Q9UPT9|UBP22_HUMAN,Ubiquitin carboxyl-terminal hydrolase 22 OS=Homo sapiens OX=9606 GN=USP22 PE=1 SV=2,USP22,26,9,0,14.86,224974.99,165198.57,207925.75,139276.65,209657.7,163338.96,253505.09,180482.35,193244.03,175900.24,223561.24,244766.36,244575.83,239252.66,210356.11,239108,267216.44,204026.5,258839,193708.4
SJPG0105991.010,sp|Q9HBG6-11|IF122_HUMAN,Isoform 11 of Intraflagellar transport protein 122 homolog OS=Homo sapiens OX=9606 GN=IFT122,IFT122,25,17,0,18.53,231498.55,179399.96,224281.69,163868,208607.12,178563.5,244943.24,166589.89,184815.31,144961.4,202553.34,184804.02,259377.79,238357.49,212520,311199.44,218015.53,175422.21,246341.06,207724.8
SJPG0100960.001,sp|P30622|CLIP1_HUMAN,CAP-Gly domain-containing linker protein 1 OS=Homo sapiens OX=9606 GN=CLIP1 PE=1 SV=2,CLIP1,84,41,0,26.91,694533.97,785285.43,657473.58,875653.19,657825.98,685329.25,561999.8,962512.88,1056323.18,1038691.23,865735.7,759161.32,631310.95,654238.66,832315.13,650964.18,586162.94,873204.83,731258.09,982467.66
SJPG0114829.001,tr|A0A024RBS1|A0A024RBS1_HUMAN,"GCN1 general control of amino-acid synthesis 1-like 1 (Yeast), isoform CRA_b OS=Homo sapiens OX=9606 GN=GCN1L1 PE=3 SV=1",GCN1L1,214,92,1,42.76,868608.52,627885.97,713677.73,643123.04,813692.42,678889.37,894630.71,696450.69,645651.19,569057.32,800350.23,659104.32,690330.8,669718.41,780759.74,993636.2,667085.67,640943.47,750368.41,555712.84
SJPG0106748.001,sp|Q9BXJ0|C1QT5_HUMAN,Complement C1q tumor necrosis factor-related protein 5 OS=Homo sapiens OX=9606 GN=C1QTNF5 PE=1 SV=1,C1QTNF5,71,7,7,41.97,573650.45,950602.8,1337331.14,1760650.41,337160.6,650282.34,775978.04,1059303.44,926029.2,899238.11,630014.18,429003.3,574435.21,414078.16,922826.52,1441856.03,433225.85,540875.18,363343.54,1463776.19
SJPG0101362.001,sp|P35659|DEK_HUMAN,Protein DEK OS=Homo sapiens OX=9606 GN=DEK PE=1 SV=1,DEK,22,8,0,19.2,221086.69,222634.84,204367.68,281151.92,232277.37,195806.04,173804.28,299419.1,357243.66,348194.77,487104.27,285062.06,164445.21,181397.08,308593.43,217892.24,318685.47,350709.29,304143.43,267231.79
SJPG0102554.001,sp|O43396|TXNL1_HUMAN,Thioredoxin-like protein 1 OS=Homo sapiens OX=9606 GN=TXNL1 PE=1 SV=3,TXNL1,36,14,0,51.21,561182.79,667583.41,493446.79,908997.25,548007.56,573564.64,490785.89,667273.48,1098129.66,1064183.12,811087.98,556785.53,486821.95,496536.12,615435.56,467228.07,592094.98,909729.6,563464.87,616147.4
SJPG0104518.015,tr|A0A1B0GUH1|A0A1B0GUH1_HUMAN,Aminomethyltransferase OS=Homo sapiens OX=9606 PE=3 SV=1,NA,9,8,0,20.75,99052.16,86581.41,95797.11,139715.73,95007.54,81893.28,64772.14,106295.63,215590.43,153907.96,119028.56,91025.75,95560.63,96094.33,105790.6,74242.45,105939.71,175504.48,95076.5,147806.2
SJPG0100690.001,sp|P84098|RL19_HUMAN,60S ribosomal protein L19 OS=Homo sapiens OX=9606 GN=RPL19 PE=1 SV=1,RPL19,47,9,0,27.55,3096249.99,3211218.41,4383393.52,3156060.09,2871318.88,4621988.41,4375686.27,3361426.31,3754558.91,3286240.41,3618328.69,4359862.69,8665937.18,7444461.73,4699020.82,4343577.87,4681739.45,3904901.51,3913779.63,5679208.32
SJPG0105659.001,sp|P53814|SMTN_HUMAN,Smoothelin OS=Homo sapiens OX=9606 GN=SMTN PE=1 SV=7,SMTN,31,17,0,20.94,170740.26,252578.99,276150.97,1051452.33,142122.53,231975.88,198673.43,219715.5,259097.25,218752.43,123729.51,115783.84,140034.14,121038.06,114896.09,195426.44,162369.69,200185.2,173206.13,245997.63
SJPG0104404.004,sp|Q8NEY1-4|NAV1_HUMAN,Isoform 4 of Neuron navigator 1 OS=Homo sapiens OX=9606 GN=NAV1,NAV1,144,65,0,44.58,1154746.35,1033289.62,1468319.95,834826.24,1112930.92,1087218.78,1326723.98,875047.17,1354824.88,970777.73,860164.55,1043007.58,1733484.87,1888258.62,887299.4,1435578.32,1140235.09,870458.28,1369143.85,1025490.36
SJPG0107186.002,sp|Q8NBI5-2|S43A3_HUMAN,Isoform 2 of Solute carrier family 43 member 3 OS=Homo sapiens OX=9606 GN=SLC43A3,SLC43A3,1,1,1,2.78,18622.51,18354.94,25468.05,20605.15,25784.61,20748.55,23709.34,15666.44,13384.43,20415.19,9996.88,15332.6,19669.75,21656.72,19188.94,18593.19,13626.11,17050.92,17724.3,22743.01
SJPG0108772.001,sp|O75570|RF1M_HUMAN,"Peptide chain release factor 1, mitochondrial OS=Homo sapiens OX=9606 GN=MTRF1 PE=1 SV=2",MTRF1,7,6,3,16.85,113385.03,113822.13,113156.31,120159.22,126169.66,99650.75,130928.61,94069.11,98212.19,88590.12,120991.42,152629.27,99446.66,109146.94,143597.3,163231.03,153292.37,166530.26,120713.78,226997.28
SJPG0106814.001,sp|Q9NVX2|NLE1_HUMAN,Notchless protein homolog 1 OS=Homo sapiens OX=9606 GN=NLE1 PE=1 SV=4,NLE1,1,1,0,2.68,96081.04,86197.22,60559.2,73226.3,114999.02,84746.78,71381.86,72123.65,104369,98131.7,109059.82,91343.23,63053.59,49102.56,94661.88,77463.12,78966.42,75627.59,80260.99,147094.41
SJPG0103940.001,sp|Q96DE5|APC16_HUMAN,Anaphase-promoting complex subunit 16 OS=Homo sapiens OX=9606 GN=ANAPC16 PE=1 SV=1,ANAPC16,1,1,0,6.36,75605.41,71461.94,71257.05,83339.82,78584.38,77039.02,105985.18,73428.89,55115.08,72895.86,80852.74,88108.6,87914.18,100109.28,78017.29,74639.82,87043.15,71296.09,80432.76,72846.18
SJPG0122642.001,sp|Q96I27|ZN625_HUMAN,Zinc finger protein 625 OS=Homo sapiens OX=9606 GN=ZNF625 PE=1 SV=1,ZNF625,1,1,0,4.58,38488.32,45326.21,68038.63,54919.78,23862.09,46718.78,40113.84,43827.85,49494.67,49544.7,19703.42,40601.56,38935.62,48640.99,50153.79,43340.46,39488.35,37395.66,34923.54,49761.74
SJPG0115102.001,sp|Q96QA5|GSDMA_HUMAN,Gasdermin-A OS=Homo sapiens OX=9606 GN=GSDMA PE=1 SV=4,GSDMA,6,4,2,8.99,111865.11,135555.65,171854.23,153229.44,142748.81,224655.95,83023.59,110903.02,143338.71,120701.04,135777.29,145739.3,196794.84,124993.52,158708.91,115099.57,115988.09,707275.41,345989.4,273807.76
SJPG0110792.001,sp|Q9C0A6|SETD5_HUMAN,Histone-lysine N-methyltransferase SETD5 OS=Homo sapiens OX=9606 GN=SETD5 PE=1 SV=2,SETD5,1,1,0,0.49,69525.07,67336.52,84121.71,63890.78,72772.56,64160.07,65408,62891.96,82952.91,81678.73,80682.37,100919.66,93373.22,105872.87,99193.49,94969.22,89490.43,75636.89,88560.71,144962.8
SJPG0155320.001,cu|SCFD1_K63R|snp,SCFD1|uc001wqm.2|K63R|chr14:31099738-31099738.A_G,NA,6,2,1,36.06,219014.6,287503.48,163131.16,197665.44,426342.15,176918.42,221250.19,235764.55,220714.58,179907.35,242320.99,197270.74,173963.1,186581.19,277555.99,176332.87,304850.09,269827.32,239269.26,262426.15
SJPG0106192.001,sp|Q5JUK3|KCNT1_HUMAN,Potassium channel subfamily T member 1 OS=Homo sapiens OX=9606 GN=KCNT1 PE=1 SV=2,KCNT1,7,6,1,7.72,193648.16,214685.84,243329.85,244476.56,194525.94,185060.72,201599.57,191729.5,242005.56,217503.32,201297.01,232979.75,276353.19,235721.26,205203.86,251072.23,238504.73,249402.31,239886.32,279357.94
SJPG0104694.001,sp|Q8TD19|NEK9_HUMAN,Serine/threonine-protein kinase Nek9 OS=Homo sapiens OX=9606 GN=NEK9 PE=1 SV=2,NEK9,52,23,15,26.76,407633.49,375463.16,379265.7,438233.7,330733.79,338675.71,366913.24,327817.09,469649.5,342537.37,362037.69,319650.13,301329.39,290096.24,338952.35,324600.99,343906.27,334621.87,375696.96,318244.81
SJPG0105415.001,sp|P49641|MA2A2_HUMAN,Alpha-mannosidase 2x OS=Homo sapiens OX=9606 GN=MAN2A2 PE=2 SV=3,MAN2A2,2,2,0,2,268788.11,276387.43,298993.47,380435.72,184327.79,589597.41,289247.18,967673.25,151420.13,662551.9,270769.75,305294.29,382189.93,285488.61,273235.48,151998.47,211303.15,260272.48,150581.44,143247.33
SJPG0163080.001,co|CON_Q9D646|Con,"TREMBL:Q9D646|Contaminant Tax_Id=10090 GN=Krt34 10 days neonate skin cDNA, RIKEN full-length enriched library, clone:4733401E01 product:keratin complex 1, acidic, gene 4, full insert sequence",Krt34,9,4,4,8.95,59871.42,69788.62,72463.72,69785.81,57827.64,70148.79,38905.53,59067.67,84567.54,64447.82,43300.04,65087.05,77380.42,89271.84,63843.66,318686.24,52252.72,515981.93,64312.7,142854.99
SJPG0108164.001,sp|Q8WVB3|HEXD_HUMAN,Hexosaminidase D OS=Homo sapiens OX=9606 GN=HEXD PE=1 SV=3,HEXD,5,4,0,10.49,89822.34,64010.56,77930.94,73048.32,82617.68,73125.88,76922.76,96860.81,69934.6,62798.12,106435.85,75210.95,70637.65,68564.81,92080.62,85063.62,68542.8,63494.12,80941.28,83705.26
SJPG0105269.001,sp|Q9H6S1|AZI2_HUMAN,5-azacytidine-induced protein 2 OS=Homo sapiens OX=9606 GN=AZI2 PE=1 SV=1,AZI2,16,11,5,33.67,236768.26,247307.73,275573.18,225719.52,226384.82,248086.06,269755.43,199425.11,238155.15,213503.08,182309.19,241775.33,382569.64,336396.44,207782.12,321804.94,291269.88,226337.93,271978.03,256987.32
SJPG0103066.001,sp|O94906|PRP6_HUMAN,Pre-mRNA-processing factor 6 OS=Homo sapiens OX=9606 GN=PRPF6 PE=1 SV=1,PRPF6,80,39,2,45.27,834119.17,607574.93,614776.66,547272.24,755422.71,630948.15,698967.9,734636.81,628576.55,605607.69,950465.37,807425.05,694111.28,698170.81,892415.12,967484.07,891659.37,677928.08,838406.3,707325.45
SJPG0120901.001,sp|Q96A09|TET5B_HUMAN,Terminal nucleotidyltransferase 5B OS=Homo sapiens OX=9606 GN=TENT5B PE=1 SV=2,TENT5B,1,1,1,3.06,84188.83,57706.66,205612.76,481904.86,40297.15,89407.55,89387.51,88899,264602.42,71826.33,70109.73,41774.55,62997.92,38064.43,54411.1,77077.86,76185.57,86450.42,73892.25,116926.26
SJPG0102517.002,sp|Q96AX2-2|RAB37_HUMAN,Isoform 2 of Ras-related protein Rab-37 OS=Homo sapiens OX=9606 GN=RAB37,RAB37,1,1,0,5.09,36637.62,36356.59,42028.97,46793.3,26084.39,32295.29,45404.23,40689.05,29068.81,43436.33,34821.38,39959.39,36707.22,51430.22,34969.82,49137.95,40188.71,51942.1,34340.32,37723.19
SJPG0105796.001,sp|P98174|FGD1_HUMAN,"FYVE, RhoGEF and PH domain-containing protein 1 OS=Homo sapiens OX=9606 GN=FGD1 PE=1 SV=2",FGD1,14,12,0,15.19,144805.57,134013.59,168053.48,116631.2,139688.41,150141.34,167109.9,120702.68,146609.62,121924.41,126371.3,133895.62,219255.42,215597.31,128951.49,216046.22,150445.8,125143.8,152146.48,143177.18
SJPG0117172.001,sp|Q99558|M3K14_HUMAN,Mitogen-activated protein kinase kinase kinase 14 OS=Homo sapiens OX=9606 GN=MAP3K14 PE=1 SV=2,MAP3K14,1,1,1,1.48,82388.85,83114.49,133938.63,184994.64,70729.64,92317.5,107859.68,95481.79,109562.16,92368.27,119163.67,86095.33,91591.83,77707.18,74533.82,106403.39,111144.19,105133.57,94020.98,126557.16
SJPG0107329.001,sp|Q12770|SCAP_HUMAN,Sterol regulatory element-binding protein cleavage-activating protein OS=Homo sapiens OX=9606 GN=SCAP PE=1 SV=4,SCAP,9,7,0,7.27,94857.37,83392.33,112955.36,83726.82,121033.41,99191.2,98407.91,97987.84,99256.32,89947.46,111249.67,93859.79,128846.73,123345.22,93096.49,123629.32,109378.57,91935.21,114355.39,106613.47
SJPG0108512.001,sp|O14981|BTAF1_HUMAN,TATA-binding protein-associated factor 172 OS=Homo sapiens OX=9606 GN=BTAF1 PE=1 SV=2,BTAF1,31,26,16,15.47,182053.98,159288.82,157767.06,140525.58,158448.92,165748.41,185278.58,158566.86,159233.28,152754.52,201399.67,212563.84,195567.42,205858.78,200406.32,211989.74,217719.74,167477.44,205864.41,176879.45
SJPG0104227.001,sp|Q96LJ8|UBX10_HUMAN,UBX domain-containing protein 10 OS=Homo sapiens OX=9606 GN=UBXN10 PE=1 SV=1,UBXN10,2,2,2,6.79,66439.81,116609.84,86125.07,90665.15,54758.52,77513.47,76143.21,76403.43,75980.39,62934.52,67827.02,96281.61,84259.74,91239.03,83257.64,93908.37,72801.23,70995.29,73613.21,97649.76
SJPG0103300.001,sp|P51888|PRELP_HUMAN,Prolargin OS=Homo sapiens OX=9606 GN=PRELP PE=1 SV=1,PRELP,405,27,23,50.52,3033655.5,1702038.58,5112133.85,6353103.14,1281102.15,3350123.2,2588985.75,2826672.3,2569576.04,6437828.67,1659759.15,1497967.05,2250848.39,1606978.12,1468832.46,1784889.69,1454752.15,1489079.64,1987044.82,1985314.48
SJPG0109737.001,sp|Q9NX36|DJC28_HUMAN,DnaJ homolog subfamily C member 28 OS=Homo sapiens OX=9606 GN=DNAJC28 PE=1 SV=2,DNAJC28,6,4,0,11.86,98334.56,94797.67,97009.13,102922.99,93501.39,47852.87,134936.78,88434.24,67673.83,76391.55,63448.32,106477.76,96541.87,79140.88,73473.89,81698.25,120925.23,94909.58,79325.63,100014.3
SJPG0104217.001,sp|Q9H8M1|CQ10B_HUMAN,"Coenzyme Q-binding protein COQ10 homolog B, mitochondrial OS=Homo sapiens OX=9606 GN=COQ10B PE=2 SV=1",COQ10B,54,11,0,50,917412.52,726361.85,620730.45,645884.83,866165.37,911467.42,793926.48,795542.08,497262.12,661995.66,857117.52,630953.67,542663.81,521322.04,671976.74,674987.73,939692.49,889563.13,562012.37,593817.29
SJPG0102996.010,tr|B4DF11|B4DF11_HUMAN,"cDNA FLJ51970, highly similar to Homo sapiens cordon-bleu homolog (COBL), mRNA OS=Homo sapiens OX=9606 PE=2 SV=1",NA,6,4,0,14.96,176961.48,147072.7,172642.24,128013.68,173528.54,167719.72,173143.19,134052.34,170087.28,135847.47,214178.49,169821.35,246117.26,222868.47,173299.54,209580.38,192133.48,147295.68,240791.98,262322.59
SJPG0107515.001,sp|O75553|DAB1_HUMAN,Disabled homolog 1 OS=Homo sapiens OX=9606 GN=DAB1 PE=1 SV=3,DAB1,6,4,0,6.63,84909.86,84443.95,75011.29,72401.86,100357.54,71226.44,93654,73114.38,83603.34,90428.55,86753.12,85268.49,78945.71,100953.53,83230.02,89795.66,86183.53,67433.27,111290.51,72195.74
SJPG0159077.001,cu|TMEM200C_E429V|snp,TMEM200C|uc002kmx.1|E429V|chr18:5890777-5890777.T_A,NA,1,1,1,16.39,80025.12,155420.7,141867.33,249276.26,70132.24,121679.71,133349.21,143528.73,119711.6,142835.31,107253.87,161100.59,166193.97,194226.87,148637,158479.86,141418.62,164603.29,137304.03,201399.21
SJPG0110803.001,sp|Q96JB1|DYH8_HUMAN,"Dynein heavy chain 8, axonemal OS=Homo sapiens OX=9606 GN=DNAH8 PE=1 SV=2",DNAH8,4,3,0,0.76,108826.41,162890.41,147798.44,161427.47,76658.49,127672.1,131784.17,154562.93,135944.75,152995.71,119833.69,163062.65,194710.25,204217.52,187871.55,144152.28,126910.33,127721.73,153508.03,136827.12
SJPG0103329.001,sp|Q2NKQ1|SGSM1_HUMAN,Small G protein signaling modulator 1 OS=Homo sapiens OX=9606 GN=SGSM1 PE=1 SV=2,SGSM1,101,33,0,31.01,1213820.26,1001993.76,1423844.19,887447.13,1184274.28,931558.02,1470750.28,996154.67,1170912.13,1003447.42,775918.61,984346.29,1498849.02,1598849.99,966170.37,1399425.92,1265788.25,975082.8,1306080.17,869004.04
SJPG0107339.001,sp|P28702|RXRB_HUMAN,Retinoic acid receptor RXR-beta OS=Homo sapiens OX=9606 GN=RXRB PE=1 SV=2,RXRB,16,10,0,20.83,149777.83,133840.77,128641.33,130246.6,126030.18,131238.62,143351.51,148564.76,135470.73,133552.91,171290.41,177443.37,149397.01,160276.65,152517.44,161015.89,176432.77,137845.54,178365.64,139523.85
SJPG0103540.001,sp|Q96C23|GALM_HUMAN,Galactose mutarotase OS=Homo sapiens OX=9606 GN=GALM PE=1 SV=1,GALM,1,1,1,2.34,138926.44,250034.71,177080.98,210526.55,158574.44,228467.52,155162.05,261768.57,296953.37,347601.7,142708.99,368361.4,350764.81,410447.4,250508.75,177968.45,186185.75,298161.54,240956.13,349431.86
SJPG0112550.001,sp|Q96GE4|CEP95_HUMAN,Centrosomal protein of 95 kDa OS=Homo sapiens OX=9606 GN=CEP95 PE=1 SV=1,CEP95,1,1,0,1.58,233646.54,157766.52,249569.53,148660.55,195944.4,176889.51,157551.54,217353.57,93511.61,159016.44,147970.27,240260.05,153658.62,186384.45,194034.82,167989.27,74377.4,241091.65,253802.9,180870.66
SJPG0102155.001,sp|Q8WYQ3|CHC10_HUMAN,"Coiled-coil-helix-coiled-coil-helix domain-containing protein 10, mitochondrial OS=Homo sapiens OX=9606 GN=CHCHD10 PE=1 SV=1",CHCHD10,2,1,0,6.34,101498.38,114507.15,130910.57,138069.84,82061.11,97392.02,165897.89,90941.14,88887.05,114254.12,110279.51,116215.16,141144.05,164909.73,129201.05,160678.82,140301.09,109038.07,135531.06,126010.53
SJPG0108646.001,sp|Q08188|TGM3_HUMAN,Protein-glutamine gamma-glutamyltransferase E OS=Homo sapiens OX=9606 GN=TGM3 PE=1 SV=4,TGM3,7,4,0,4.91,102765.19,144069.98,156135.51,125079.65,154886.33,166214.78,81725.81,112192.28,132682.48,121084.22,125473.54,152094.88,148956.76,135327.43,146162.13,142534.2,110589.66,659644.91,316529.83,291191.11
SJPG0107856.001,sp|Q5T749|KPRP_HUMAN,Keratinocyte proline-rich protein OS=Homo sapiens OX=9606 GN=KPRP PE=1 SV=1,KPRP,30,9,6,23.14,488235.88,674653.09,845690.92,614236.72,696334.55,965256.49,371517.37,369596.52,560089.1,612683.55,437209.93,705766.29,713788.21,479238.28,570684.69,570155.71,658163.65,4490720.06,1839917.19,947186.07
SJPG0100653.012,tr|A5Y5A3|A5Y5A3_HUMAN,PC1/MRPS28 fusion protein OS=Homo sapiens OX=9606 PE=2 SV=1,NA,40,10,0,47.12,1228441.4,915306.56,1178524.35,826211.94,1290060.17,1023132.15,1551202.95,834163.32,689584.09,814897.48,986607.09,978493.28,1070098.89,1134830.65,1072084.7,1503476.46,1100767.21,851029.58,1321245.95,942801.56
SJPG0100313.001,sp|P36543|VATE1_HUMAN,V-type proton ATPase subunit E 1 OS=Homo sapiens OX=9606 GN=ATP6V1E1 PE=1 SV=1,ATP6V1E1,191,27,0,60.62,3538692.79,6254660.67,6039078.47,4303673.75,4499390.14,4714182.18,4513498.69,5553554.23,4007788.08,5105293.7,2551015.4,5570632.78,5025457.94,6472604.65,4415745.81,3672865.81,4020809.35,4606770.64,3912191.58,4068844.23
SJPG0108164.010,tr|J3QS29|J3QS29_HUMAN,Hexosaminidase D OS=Homo sapiens OX=9606 GN=HEXD PE=4 SV=1,HEXD,1,1,0,15.21,54145.92,39548.09,46132.08,45212.98,52076.17,46810.96,54800.59,65658.07,37197.65,30617.63,79893.59,59550.28,50084.36,38500.05,59063.54,51003.65,45908.73,58410.88,48179.89,42291.69
SJPG0119493.001,sp|O94761|RECQ4_HUMAN,ATP-dependent DNA helicase Q4 OS=Homo sapiens OX=9606 GN=RECQL4 PE=1 SV=2,RECQL4,1,1,0,1.16,36612.65,54620.18,68344.87,51468.3,55882.55,89738.89,32831.29,49155.05,51781.49,47392.93,47869.54,70733.52,62202.51,74242.76,53785.63,45196.26,53789.9,296364.1,127244.49,131908.45
SJPG0100282.003,sp|P35580-3|MYH10_HUMAN,Isoform 3 of Myosin-10 OS=Homo sapiens OX=9606 GN=MYH10,MYH10,833,145,0,65,6701081.72,8024371.69,9143771.44,11151430.15,6265585.63,7071001.31,5957761.82,7236120.45,6820169.03,8837504.98,5961158.41,5610966.29,6006206.07,6749370.62,6392912.85,6931325.32,5672810.32,6474163.83,6015640.25,7593739.78
SJPG0113492.005,tr|A0A4P8J6J1|A0A4P8J6J1_HUMAN,IgG4_IGHV5-51 (Fragment) OS=Homo sapiens OX=9606 PE=2 SV=1,NA,23,3,0,18.75,162599.71,196500.36,1895582.37,3970629.27,273174.06,334475.25,176931.78,204594.41,470859.42,199449.7,90189.19,210911.03,173479.36,175179.49,106909.29,223772.99,164084.77,325783.28,756150.92,282915.67
SJPG0100282.004,sp|P35580-4|MYH10_HUMAN,Isoform 4 of Myosin-10 OS=Homo sapiens OX=9606 GN=MYH10,MYH10,837,146,0,65.17,6702965.06,8023170.89,9135616.24,11121347.82,6276723.14,7057820,5961722.89,7239610.24,6812207.98,8834255.08,5960086.16,5619135.28,6005330.51,6757542.08,6398765.35,6926916.57,5678610.95,6480228.67,6015046.63,7588564.74
SJPG0110619.001,sp|Q96DY7|MTBP_HUMAN,Mdm2-binding protein OS=Homo sapiens OX=9606 GN=MTBP PE=1 SV=1,MTBP,3,2,2,1.66,104712.95,72624.11,105331.31,63216.26,49688.15,108031.74,53222.35,107267.3,52440.85,65873.96,77746.99,99267.67,98621.18,61237.83,97792.49,78132.17,51286.55,78657.78,63532.15,88405.54
SJPG0104013.001,sp|Q07817|B2CL1_HUMAN,Bcl-2-like protein 1 OS=Homo sapiens OX=9606 GN=BCL2L1 PE=1 SV=1,BCL2L1,4,3,0,11.16,206790.24,163797.78,187079.12,152623.32,214636.61,165311.89,188827.71,173294.01,142692.43,188624.13,156666.49,161792.82,146940.1,155222.55,168191.42,148763.89,138741.53,131780.15,160540.32,208416.61
SJPG0116692.001,sp|O60663|LMX1B_HUMAN,LIM homeobox transcription factor 1-beta OS=Homo sapiens OX=9606 GN=LMX1B PE=1 SV=3,LMX1B,1,1,0,3.98,46643.78,26416.49,35574.32,26809.42,51833.99,34343.69,36098.99,32616.31,27400.04,31638.69,39609.6,23358.91,24475.09,25456.68,32701.64,43298.07,39422.36,22807.68,34972.94,29657.03
SJPG0101574.006,tr|O75271|O75271_HUMAN,R31237_1 (Fragment) OS=Homo sapiens OX=9606 PE=3 SV=1,NA,44,16,0,36.8,1784956.54,1209949.6,1978313.69,1089871.22,1803583.67,1227138.24,2331868.22,1274365.69,1510160.5,1305381.31,1168237.73,1474971.68,1983173.85,2068916.98,1326703.73,2529693.25,1741483.39,1299353.12,1875033.04,1082195.2
SJPG0100612.001,sp|Q9GZZ1|NAA50_HUMAN,N-alpha-acetyltransferase 50 OS=Homo sapiens OX=9606 GN=NAA50 PE=1 SV=1,NAA50,6,4,0,20.12,116313.57,123265.91,112968.86,135579.2,112324.5,118604.42,103172.2,160059.34,135741.49,166908.96,172112.41,111355.83,90133.33,93318.43,121352.89,99061.52,105822.11,143011.75,113973.38,113474.87
SJPG0104404.001,sp|Q8NEY1|NAV1_HUMAN,Neuron navigator 1 OS=Homo sapiens OX=9606 GN=NAV1 PE=1 SV=2,NAV1,145,66,0,43.74,1154264.15,1034314.16,1467227.16,838590.1,1118184.84,1086287.37,1329309.4,875111.41,1355306.48,971210.73,859005.3,1037208.21,1731632.46,1894130.32,882638.13,1432752.03,1142408.25,871091.41,1367627.14,1029492.69
SJPG0104952.001,sp|Q13542|4EBP2_HUMAN,Eukaryotic translation initiation factor 4E-binding protein 2 OS=Homo sapiens OX=9606 GN=EIF4EBP2 PE=1 SV=1,EIF4EBP2,1,1,1,25.83,43298.09,40072.35,52762.23,41267.62,38183.61,53292.67,44346.33,27671.74,30868.16,41455.81,14680.04,31478.66,39721.87,41923.82,29829.11,53696.3,33298,40913.31,46473.68,24983.29
SJPG0105002.004,tr|B4DNL4|B4DNL4_HUMAN,Biglycan OS=Homo sapiens OX=9606 PE=2 SV=1,NA,207,19,1,62.29,8361762.85,4918368.58,15347552.34,25247348.52,3606906.32,7790465.37,6037070.06,7467362.21,6795706.66,21629595.4,3729443,3635277.59,5683201.39,3671453.05,3778706.48,3989337.51,3745166.38,2898968.72,4737038.18,5193527.18
SJPG0135982.003,cu|COL18A1_P82R|snp,COL18A1|uc002zhj.3|P82R|chr21:46929331-46929331.C_G,NA,4,2,1,54.09,92098.65,168109.36,170891.3,360721.37,69186.31,166714.33,122145.27,129961.23,209188.74,189911.31,98179.96,155267.74,203681.61,127686.82,91602.79,189957.55,116812.53,133246.77,112854.84,184319.14
SJPG0106071.001,sp|Q86TM6|SYVN1_HUMAN,E3 ubiquitin-protein ligase synoviolin OS=Homo sapiens OX=9606 GN=SYVN1 PE=1 SV=2,SYVN1,5,4,0,6.16,90201.19,105367.1,103609.91,108191.71,96255.79,80390.12,95092.04,96573.68,109593.64,116007.62,97737.23,109213,104838.06,104355.04,96543.85,101893.38,93249.02,114682.98,89668.5,151793.93
SJPG0103185.001,sp|Q9Y365|STA10_HUMAN,START domain-containing protein 10 OS=Homo sapiens OX=9606 GN=STARD10 PE=1 SV=2,STARD10,15,7,0,31.96,243529.98,283611.2,224468.87,257610.39,218382.03,237237.64,221252.38,286268.7,286635.56,283084.02,375286.58,297191.75,244301.59,236604.41,326646.96,245531.01,301757.93,313551.83,287969.51,268154.44
SJPG0101051.001,sp|Q9BV35|SCMC3_HUMAN,Calcium-binding mitochondrial carrier protein SCaMC-3 OS=Homo sapiens OX=9606 GN=SLC25A23 PE=1 SV=2,SLC25A23,19,11,0,23.29,214426.28,233585.66,226051.44,230979.85,187929.28,199674.99,221871.95,262470.08,166865.64,242771.97,190271.23,228047.66,237929.98,228218.01,223945.09,211991.31,215385.55,247197.76,219669.27,216917.74
